reference,count
"bourdieu p., sozialer sinn, (1997)",1
"bourdieu p., loic j., wacquant d., an invitation to reflexive sociology., (1992)",1
"bourdieu p., wacquant l.j.d., farage s., rethinking the state: genesis and structure of the bureaucratic field, sociological theory, 12, pp. 1-18, (1994)",1
"bourdieu p., culture reproduction and social reproduction, power and ideology in education, pp. 487-510, (1977)",1
"bourdieu p., preface, the suffering of migrant, (2004)",1
"bourdieu p., a economia das trocas simbÃ³licas [the symbolic changes economy], (2007)",1
"bourdieu p., dauncey h., hare g., the state, economics and sport, culture, sport, society, 1, 2, pp. 15-21, (1998)",1
"bourdieu p., passeron j.-c., os herdeiros: os estudantes e a cultura [the inheritors: french students and their relation to culture], (2014)",1
"bourdieu p., sayad a., colonial rule and cultural sabir, ethnography, 5, 4, pp. 445-486, (2004)",1
"bourdieu p., richard rice), distinction: a social critique of the judgement of taste, (1984)",1
"bourdieu p., and loÃ¯cwacquant, (1992)",1
"bourdieu p., the logic of practice, polity press, (1990)",1
"bourdieu p., darbel a., et al., with dominique schnapper, the love of art: european art museums and their public",1
"bourdieu p., science de la science et rÃ©flexivitÃ©, (2004)",1
"bourdieu p., wacquant l., the purpose of reflexive sociology, pp. 61-215, (1992)",1
"bourdieu p., chambordon j.-c., passeron j.-c., the craft of sociology, (1991)",1
"bourdieu p., structures, habitus, practices, contemporary sociological theory, pp. 345-358, (2002)",1
"bourdieu p., program for a sociology of sport, human kinetics journals, (2010)",1
"bourdieu p., masculine domination, translated by richard nice, (2001)",1
"bourdieu p., social space and the genesis of ""class, language and symbolic power, (1991)",1
"bourdieu pierre, the social space and the genesis of groups, theory and society, 14, 6, pp. 723-744, (1985)",1
"bourdieu p., sozialer raum und âºklassenâ¹. leÃ§on sur la leÃ§on, (1985)",1
"bourdieu p., gegenfeuer, (2004)",1
"bourdieu p., sur lâÃ©tat. cours au collÃ¨ge de france, (2012)",1
"bourdieu p., clisthÃ¨ne lâathÃ©nien, lâhomme, 3, pp. 163-164, (1964)",1
"bourdieu p., homo academicvs, (1984)",1
"bourdieu p., le sens pratique (the logic of practice), (1980)",1
"bourdieu p., mÃ©ditations pascaliennes (pascalian meditations), (1997)",1
"bourdieu p., sociologie gÃ©nÃ©rale, vol. 2. cours au collÃ¨ge de france (1983â1986) (general sociology, vol. 2. college of france lectures (1983â1986)), (2016)",1
"bourdieu p., outline of a theory of practice, (1992)",1
"bourdieu p., etude sociologique, travail et travailleurs en algÃ©rie, (1963)",1
"bourdieu p., les stratÃ©gies matrimoniales dans le systÃ¨me de reproduction, annales, 27, pp. 1105-1127, (1972)",1
"bourdieu p., the kabyle house or the world inversed, algeria 1960, pp. 133-153, (1979)",1
"bourdieu p., the disenchantment of the world, algeria 1960, pp. 1-94, (1979)",1
"bourdieu p., abdelmalek s., le dÃ©racinement. la crise de l'agriculture traditionelle en algÃ©rie, (1964)",1
"bourdieu p., what makes a social class?, berkeley journal of sociology, 23, pp. 1-17, (1987)",1
"bourdieu p., un acte dÃ©sintÃ©ressÃ© est-il possible?, raisons pratiques. sur la thÃ©orie de la raison, (1994)",1
"bourdieu p., the field of cultural production: essays on art and literature, 37, pp. 251-252, (1993)",1
"bourdieu p., on symbolic power, language and symbolic power, (1992)",1
"bourdieu p., space and the genesis of groups, theory and society, 14, 6, pp. 723-744, (1985)",1
"bourdieu p., passeron j.-c., sociology and philosophy in france since 1945: death and resurrection of a philosophy without subject, social research, 34, pp. 162-212, (1967)",1
"bourdieu p., adamson m., in other words: essays towards a reflexive sociology, (1990)",1
"bourdieu p., marginaliaâsome additional notes on the gift. the logic of the gift: toward an ethic of generosity, (1997)",1
"bourdieu p., what makes a social class? on the theoretical and practical existence of groups, berkely journal of sociology, (1986)",1
"bourdieu p., le nord et le midi: contribution une analyse de l'effet montesquieu, actes de la recherche en sciences sociales, 35, pp. 21-5, (1980)",1
"bourdieu p., in search of respect: selling crack in el barrio, (1996)",1
"bourdieu p., de la maison du roi Ã  la raison d'Ã© tat: un modÃ¨le de la genÃ¨se du champ bureaucratique, actes de la recherche en sciences sociales, 118, pp. 55-68, (1997)",1
"bourdieu p., cultural reproduction and social reproduction, knowledge, education and cultural change, pp. 56-69, (1973)",1
"bourdieu p., flaubert's point of view, critical inquiry, 14, 3, pp. 539-562, (1988)",1
"bourdieu p., utopia of endless exploitation: the essence of neoliberalism. what is neoliberalism ? a program for destroying collective structures which may impede the pure market logic, le monde diplomatique, (1998)",1
"bourdieu p., boltanski l., de saint-martin m., les stratÃ©gies de reconversion: les classes sociales et le systÃ¨me dâenseignement, social science information, 12, 6, pp. 61-113, (1973)",1
"bourdieu p., the logic of fields, an invitation to reflexive sociology, pp. 94-114, (1992)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociology of education, pp. 185-206, (1986)",1
"bourdieu p., l'identit et la reprsentation: lments pour une rflexion critique sur l'ide de rgion, actes de la recherche en sciences sociales, 35, pp. 63-72, (1980)",1
"bourdieu p., saint martin m.d., une classe objet' in 'la paysannerie': une classe objet, actes de recherche en sciences sociales, 17-18, pp. 2-5, (1977)",1
"bourdieu p., passeron j.p., reproduction in education, culture and society, (1977)",1
"bourdieu p., the forms of capital, routledgefalmer reader in sociology of education, (2004)",1
"bourdieu p., on the state: lectures at the collÃ¨ge de france, 1989 - 1992. edited by patrick champagne, remi lenoir, franck poupeau, and marie-christine riviÃ¨re. translated by david fernbach., (2014)",1
"bourdieu p., the rules of art. genesis and structure of the literary field., (1996)",1
"bourdieu p., a theory of practice, (1992)",1
"bourdieu p., cultural reproduction and social reproduction, power and ideology in education, 1, pp. 487-511, (1977)",1
"bourdieu p., the forms of capital, theory and society, 14, 6, pp. 723-744, (1986)",1
"bourdieu p., distinction: a social critique of the judgement of taste. trans. richard nice, (1984)",1
"bourdieu p., outline of a theory of practice (originally published in french 1972, trans. richard nice, (1977)",1
"bourdieu p., die regeln der kunst, (1999)",1
"bourdieu p., genese et structure du champ religieux, revue franÃ§aise de sociologie, 12, pp. 295-334, (1971)",1
"bourdieu p., farage s., rethinking the state: genesis and structure of the bureaucratic field, sociological theory, 12, 1, pp. 1-18, (1994)",1
"bourdieu p., boltanski l., le fÃ©tichisme de la langue, actes, 4, pp. 2-33, (1975)",1
"bourdieu p., a conservative revolution in publishing, translation studies, 1, pp. 123-153, (2008)",1
"bourdieu p., political representation. elements for a theory of the political field, in p, bourdieu language and symbolic power, pp. 171-202, (1991)",1
"bourdieu p., la distinction critique sociale du jugement [distinction: a social critique of the judgement of taste], (1979)",1
"bourdieu p., mÃ©ditations pascaliennes [pascalian meditations], (1997)",1
"bourdieu p., wacquant l.j.d., rÃ©ponses: pour une anthropologie rÃ©flexive [answers: towards a reflexive anthropology], (1992)",1
"bourdieu p., outline of the theory of practice: structures and the habitus, practicing history: new directions in historical writing after the linguistic turn, pp. 179-198, (2005)",1
"bourdieu p., language and symbolic power: the economy of linguistic exchanges, (1991)",1
"bourdieu p., les troisÃ©tats du capital culturel, actes de la recherche en sciences sociales, 30, pp. 3-6, (1979)",1
"bourdieu p., language and symbolic power (g. raymond & m. adamson, trans.), cambridge, (1991)",1
"bourdieu p., distinction: a social critique of the judgement of good taste., (1984)",1
"bourdieu p., language and symbolic power, (j. thompson, editor",1
"bourdieu p., passeron j.-c., education, society and culture, (1977)",1
"bourdieu p., distinction (translated by r. nice), (1984)",1
"bourdieu p., the specificity of the scientific field and the social conditions of the programs of reason, social science information, 14, 6, pp. 19-47, (1975)",1
"bourdieu p., the logic of praxis, (1990)",1
"bourdieu p., practical reason, (1989)",1
"bourdieu p., how can one be a sportsman, sociology in question, pp. 117-132, (1993)",1
"bourdieu p., la noblesse d'Ã©tat: grands corps et grandes Ã©coles [the state nobility: elite schools in the field of power], (1989)",1
"bourdieu p., site effects, the weight of the world: suffering in contemporary society, (1999)",1
"bourdieu p., langage and symbolic power. edited by john thompson, (1991)",1
"bourdieu p., distinction - a social critique of the judgement of taste, (2010)",1
"bourdieu p., wacquant l.l., an invitation to reflexive sociology. an invitation to reflexive sociology, (1992)",1
"bourdieu p., marriage strategies as strategies of social reproduction, family and society, selections from the annales, (1976)",1
"bourdieu p., passeron j.c., martin m.s., academic discourse, (1965)",1
"bourdieu p., the force of law: toward a sociology of the juridical field, the hastings law journal, 38, pp. 814-853, (1986)",1
"bourdieu p., the forms of capital, education: culture, economy, pp. 46-58, (1997)",1
"bourdieu p., chamboredon j.-claude, passeron j.-claude, the craft of sociology: epistemological preliminaries, (1991)",1
"bourdieu p., chamboredon j.c., passeron j.c., krais b., the craft of sociology: epistemological preliminaries, (1991)",1
"bourdieu p., soziologische fragen [sociological questions]. suhrkamp verlag. (en, (1993)",1
"bourdieu p., practical reason: on the theory of action, polity press, (1998)",1
"bourdieu p., masculine domination, stanford university press, (2001)",1
"bourdieu p., accardo a., balazs g., et al., the weight of the world. social suffering in contemporary society, (1999)",1
"bourdieu p., outline of a theory of practice, translated by r. nice, (1972)",1
"bourdieu p., stratÃ©gies de reproduction et modes de domination, actes de la recherche en sciences sociales, 105, 1, pp. 3-12, (1994)",1
"bourdieu p., the forms ofcapital, education. culture, economy, society, pp. 46-58, (1997)",1
"bourdieu p., distinction: a social critique of the judgmentof taste, (1998)",1
"bourdieu p., distinction: a social critique of the judgment of taste, translated by richard nice, (1984)",1
"bourdieu p., passeron j.-c., reproduction in education, society and culture, translated by richard nice, (1977)",1
"bourdieu p., outline of a theory of practice cambridge, (1977)",1
"bourdieu p., âthe social space and the genesis of groupsâ, theory and society, 14, 6, pp. 723-744, (1985)",1
"bourdieu p., âphysical space, social space and habitusâ, the vilhelm aubert memorial lecture, oslo, (1995)",1
"bourdieu p., social structures of the economy, (2005)",1
"bourdieu p., firing back: against the tyranny of the market, volume 2, (2003)",1
"bourdieu p., but who created the âcreatorsâ, sociology in question, pp. 139-148, (1993)",1
"bourdieu p., outline of a theory of culture., (1977)",1
"bourdieu p., legitimation and structured interest in max weberâs sociology of religion, max weber, rationality and modernity, pp. 119-136, (1987)",1
"bourdieu p., boltanski l., le titre et la poste, actes de la recherche en sciences sociales, 2, pp. 95-107, (1975)",1
"bourdieu p., distinction, a social critique of the judgment of taste, trans. r. nice, 1984, (1979)",1
"bourdieu p., the space of points of view, the weight of the world, pp. 3-5, (1993)",1
"bourdieu p., the economies of linguistic exchanges, social sscience iinformation, 166, pp. 645-68, (1977)",1
"bourdieu p., the mystery of the ministry: from particular wills to general wills, (2005)",1
"bourdieu p., the force of law: toward a sociology of the juridicial field, hastings law journal, 38, pp. 805-853, (1987)",1
"bourdieu p., structures, habitus, practices, the logic of practice, (1990)",1
"bourdieu p., chamboredon j.c., passeron j.c., the craft of sociology: epistemological preliminaries (trans. richard n), (1991)",1
"bourdieu p., participant objectivation, journal of the royal anthropology institute, 2, 9, pp. 281-294, (2003)",1
"bourdieu p., lecciÃ³n sobre la lecciÃ³n, (2002)",1
"bourdieu p., darbel a., schnapper d., the love of art: european museums and their public, (1990)",1
"bourdieu p., desault y., pour une sociologie de la perception, actes de la recherche en sciences sociales, 40, pp. 3-9, (1981)",1
"bourdieu p., desault y., introduction, actes de la recherche en sciences sociales, 40, pp. 10-49, (1981)",1
"bourdieu p., distinction: a social critique of the judgment of taste. (tr.) richard nice, (1984)",1
"bourdieu p., what makes a social class? on the theoretical and practical existence of groups, berkeley journal of sociology, 23, 1, pp. 1-17, (1987)",1
"bourdieu p., social space and the genesis of 'classes, language and symbolic power, (1991)",1
"bourdieu p., la distinciton: critique sociale du jugement, (1979)",1
"bourdieu p., passeron j.c., la reproduction: elements pour une theorie du systeme d'enseignement, (1970)",1
"bourdieu p., (2007)",1
"bourdieu p., the genesis of the concepts of habitus and field, sociocriticism, theories and perspectives, 2, 2, pp. 11-24, (1985)",1
"bourdieu p., distinction: a social critique of the judgement of taste, handbook of theory and research for the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., eagleton t., doxa and common life, new left review, 191, 1, pp. 111-121, (1992)",1
"bourdieu p., habitus, habitus: a sense of place, pp. 27-36, (2002)",1
"bourdieu p., cÃ©libat et condition paysanne, Ã©tudes rurales, 5, 1, pp. 32-135, (1962)",1
"bourdieu p., the force of law: toward a sociology of the juridical field, hastings law journal, 38, (1987)",1
"bourdieu p., is a disinterested act possible?â pp, practical reason: on the theory of action, pp. 75-91, (1998)",1
"bourdieu p., practical reason: on the theory of practice, (1998)",1
"bourdieu p., practical reason: on the theory of practice., (1998)",1
"bourdieu p., the forms of capital, education: culture, economy and society, pp. 46-58, (1998)",1
"bourdieu p., passeron j.c., reproduction in education society and culture, (1990)",1
"bourdieu p., le capital social: notes provisoires, actes de la recherche en sciences sociales, 31, 1, pp. 2-3, (1980)",1
"bourdieu p., âthe biographical illusionâ, identity: a reader, pp. 297-304, (2000)",1
"bourdieu p., the social space and the genesis of groups, theory and society, 14, pp. 723-775, (1985)",1
"bourdieu p., raisons pratiques",1
"bourdieu p., et al., the forms of capital, education, pp. 46-58, (1986)",1
"bourdieu p., confÃ©rence: le champ politique, propos sur le champ politique, (2000)",1
"bourdieu p., from the kingâs house to the reason of state, constellations, 11, 1, pp. 16-36, (2004)",1
"bourdieu p., distinction: a social critique of the judgment of taste translated by r. nice, (1987)",1
"bourdieu p., handbook of a theory of research for the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., an invitation to reflexivity, (1992)",1
"bourdieu p., structures, habitus, practices, rethinking the subject, pp. 31-45, (2018)",1
"bourdieu p., from rules to strategies, other words. essays towards a reflexive sociology, pp. 59-75, (1990)",1
"bourdieu p., l'institutionnalisation de l'anomie, cahiers du museÃ© national d'art moderne 19-20, pp. 6-19, (1987)",1
"bourdieu p., wacquant l., an invitation to reflexive sociology, (2004)",1
"bourdieu p., the berber house or the world reversed., social science information, 9, 2, pp. 151-170, (1970)",1
"bourdieu p., homo acadmicus, (1984)",1
"bourdieu p., a propos de la famille comme catgorie ralise, actes de la recherche en sciences sociales, 100, pp. 32-6, (1993)",1
"bourdieu p., stratgies de reproduction et mode de domination, actes de la recherche en sciences sociales, 104, pp. 3-12, (1994)",1
"bourdieu p., legitimation and structured interests in weberâs sociology of religion, max weber, rationality, and modernity, pp. 119-136, (1971)",1
"bourdieu p., distinction. the social critique of the judgement of taste, (1984)",1
"bourdieu p., wacquant l., symbolic violence, violence in war and peace: an anthology, (2004)",1
"bourdieu p., social space and symbolic space, practical reason: on the theory of action, pp. 1-13, (1998)",1
"bourdieu p., le capital social. notes provisoires, actes de la recherche en sciences sociales, 32, pp. 2-3, (1980)",1
"bourdieu p., the theory of practice, (1977)",1
"bourdieu p., Ã¶konomisches kapital, kulturelles kapital, soziales kapital, soziale ungleichheiten, a special issue of soziale welt, pp. 183-198, (1983)",1
"bourdieu p., universal corporatism: the role of intellectuals in the modern world, poetics today, 12, pp. 655-669, (1991)",1
"bourdieu p., sociologÃ­a y cultura, pp. 163-173, (1990)",1
"bourdieu p., structures, habitus, power: basis for a theory of symbolic power, culture/power/history. a reader in contemporary social theory, pp. 155-199, (1994)",1
"bourdieu p., masculine, domination, (2001)",1
"bourdieu p., outline of a theory of practice, pp. 167-169, (1977)",1
"bourdieu p., wacquant d. l.j., an invitation to reflexive sociology, (1992)",1
"bourdieu p., masculine domination revisited, berkeley journal of sociology, 41, 1, pp. 189-203, (1996)",1
"bourdieu p., the forms of capital, handbook in theory and research in education, (1986)",1
"bourdieu p., passeron j.-c., reproduction in society, education and culture, (1977)",1
"bourdieu p., schooling as a conservative force, research in the sociology of education, (1974)",1
"bourdieu p., distinction: a social critique of the judgment of taste. translated by richard nice, (1979)",1
"bourdieu p., passeron j.c., [1977]). reproduction in education, society and culture, (1990)",1
"bourdieu pierre, outline of a theory of practice, (1979)",1
"bourdieu p., abdelmalek s., le dÃ©racinement. la crise de lâagriculture traditionnelle en algÃ©rie, (1964)",1
"bourdieu p., social theory for a changing society, pp. 373-378, (1991)",1
"bourdieu p., the forms of capital, handbook of theory and research in the sociology of education, pp. 248-258, (1985)",1
"bourdieu p., distinction: critique of the judgment of taste, (1984)",1
"bourdieu p., rethinking the state. genesis and structure of the bureaucratic field, sociological theory, 12, 1, pp. 1-18, (1994)",1
"bourdieu p., de monique s.-m., les catÃ©gories de lâentendement professoral, actes de la recherche en sciences sociales, 1, 3, pp. 68-93, (1975)",1
"bourdieu p., cultural reproduction and social production, power and ideology in education, pp. 487-510, (1977)",1
"bourdieu p., loic j.d., (1992)",1
"bourdieu p., elite schools in the field of power, (1996)",1
"bourdieu p., passeron j.c., reproduction in education, society and culture., (1977)",1
"bourdieu p., Ã©lÃ©ments dâune thÃ©orie sociologique de la perception artistique, revue internationale des sciences sociales, 20, 4, pp. 640-664, (1968)",1
"bourdieu p., les trois Ã©tats du capital culturel, actes de la recherche en sciences sociales, 30, pp. 3-6, (1978)",1
"bourdieu p., institut for sosiologi og samfunnsgeografi, universitetet i oslo, physical space, social space and habitus, (1996)",1
"bourdieu p., de saint martin m., anatomie du gout, actes de la recherche en sciences sociales, 2, 5, pp. 2-81, (1976)",1
"bourdieu p., the journalistic field, the social science field, and the journalistic field, bourdieu and the journalistic field, (2005)",1
"bourdieu p., acts of resistance: against the tyranny of themarket, (1998)",1
"bourdieu p., social space and symbolic space, pierre bourdieu, iv, pp. 3-16, (2000)",1
"bourdieu p., passeron j.-c., reproduction in education, society and culture, (1996)",1
"bourdieu p., the role of intellectuals today, theoria: a journal of social and political theory, 99, pp. 1-6, (2002)",1
"bourdieu p., the school as a conservative force: scholastic and cultural inequalities, revue franÃ§aise de sociologie, 7, pp. 32-46, (1966)",1
"bourdieu p., distinction: a social crique of the judgment of taste (richard nice, trans.), (1984)",1
"bourdieu p., the handbook for theory and research for the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., the forms of capitalâ, education: culture, economy, and society, (2001)",1
"bourdieu p., la distinciÃ³n. criterio y bases sociales del gusto, (1984)",1
"bourdieu p., preface, les chomeurs de marienthal, (1981)",1
"bourdieu p., the forms of capital, handbook of theory and research for sociology, pp. 241-258, (1986)",1
"bourdieu p., the forms of capital, in the handbook of theory and research for the sociology of capital, pp. 241-258, (1986)",1
"bourdieu p., passeron j.c., reproduction in education, society and culture., (1990)",1
"bourdieu p., the production of belief: contribution to an economy of symbolic goods, media culture society, 2, pp. 261-293, (1980)",1
"bourdieu p., the field of cultural production, (1984)",1
"bourdieu p., practical reason, (2001)",1
"bourdieu p., in other words, (2007)",1
"bourdieu p., the bachelors ball, (2008)",1
"wacquant j., towards a reflexive sociology: a workshop with pierre bourdieu, sociological theory, 7, pp. 26-63, (1989)",1
"bourdieu p., distinction, (1978)",1
"bourdieu p., the forms of capital, handbook of theory and research for sociology of education, pp. 214-258, (1986)",1
"bourdieu p., sketches for self-analysis, (2008)",1
"bourdieu p., distinction (trans. nice, richard), (1984)",1
"bourdieu p., la reproduction, (1970)",1
"bourdieu p., the forms of capital, education culture economy society, (1997)",1
"bourdieu p., passeron j.-c.c., reproduction, (1977)",1
"bourdieu p., outlineofatheory ofpractice, (1977)",1
"bourdieu p., distinctions, a social critique of the judgement of taste, (1984)",1
"bourdieu p., boltanski l., saint-martin m., les stratÃ©gies de reconversion: les classes sociales et le systÃ¨me d'enseignement, informations sur les sciences sociales, 12, 5, pp. 61-114, (1973)",1
"bourdieu p., boltanski l., le titre et le poste: rapports entre le systÃ¨me de production et le systÃ¨me de reproduction, actes de la recherche en sciences sociales, 2, pp. 95-107, (1975)",1
"bourdieu p., distinction: a social critique of taste. translated by r. nice, (1984)",1
"bourdieu p., outline of a theory of practice. translated by richard nice., (1977)",1
"bourdieu p., language and symbolic power, pp. 163-170, (1991)",1
"bourdieu p., structures, habitus, power: basis for a theory of symbolic power, culture/power/history: a reader in contemporary social theory, pp. 159-197, (1994)",1
"bourdieu p., the forms of capital, education: culture, economy, and society, pp. 46-59, (2001)",1
"bourdieu p., karabel j., halsey a.h., cultural reproduction and social reproduction, power and ideology in education, pp. 56-68, (1977)",1
"bourdieu p., the forms of capital, readings in economic sociology, pp. 141-163, (2001)",1
"bourdieu p., cultural reproduction and social reproduction., knowledge, education, and cultural change, pp. 71-84, (1973)",1
"bourdieu p., passeron j.c., reproduction in education, society and culture, translated by richard nice. sage studies in social and educational change, 5, (1977)",1
"bourdieu p., passeron j.-c., reproduction: in education, society, and culture, (1977)",1
"bourdieu p., the weight of the world, (2000)",1
"bourdieu p., balazs g., beaud s., et al., das elend der welt. zeugnisse und diagnosen alltÃ¤glichen leidens, (1997)",1
"bourdieu p., distinction: a social critique of the judgment of taste. trans. richard nice, (1984)",1
"bourdieu p., what makes a social class? on the theoretical and practical existence of groups, berkley journal of sociology, 32, pp. 1-18, (1987)",1
"bourdieu p., boltanski l., le fÃ©tichisme de la langue, actes de la recherche en sciences sociales, 1, 4, pp. 1-32, (1975)",1
"bourdieu p., kultur och kritik, (1991)",1
"bourdieu p., sayad a., uprooting: the crisis of traditional agriculture in algeria, (2015)",1
"bourdieu p., the state nobility: elites school in the field of power, (1996)",1
"bourdieu p., passeron j.c., reproduction in society, education and culture., trans. r. nice, (1977)",1
"bourdieu p., distinction: a social critique of the judgment of the taste, (1984)",1
"bourdieu p., the force of law: toward a sociology of the juridical fieldâ, hastings law j., 38, (1987)",1
"bourdieu p., le capital social, actes de la recherche en sciences sociales, 21, pp. 2-3, (1980)",1
"bourdieu p., dystynkcja. spoÅeczna krytyka wÅadzy sÄdzenia, (1979)",1
"bourdieu p., cultural reproduction and social reproduction, power in education, pp. 487-511, (1977)",1
"bourdieu p., distinctions. a social critique of the judgment of taste, (2010)",1
"bourdieu p., field of cultural production: essays on art and literature, (1993)",1
"bourdieu p., distinction: a social critique of the judgement of taste, nice r (trans), (1984)",1
"bourdieu p., forms of capital, education: culture, economy and society, pp. 46-58, (1986)",1
"bourdieu p., distinction. a social critique of the judgement of taste, translated by richard nice, (1984)",1
"bourdieu p., the production of belief: contribution to an economy of symbolic goods, the field of cultural production, pp. 74-111, (1993)",1
"bourdieu p., a diagramÂ of social position and life-style, media, culture and society, 2, pp. 255-259, (1980)",1
"bourdieu p., distinction: a social critique of judgement, (1984)",1
"bourdieu p., distinction: a social critique of the judgment of taste (trans. r nice, (1984)",1
"bourdieu p., bourdieu p., the kabyle house or the world reversed, algeria 1960, (1972)",1
"bourdieu p., the school as a conservative force: scholastic and cultural inequalities, contemporary, research in the sociology of education, (1974)",1
"bourdieu p., selections from bourdieu, cultural theory and popular culture: a reader, (2008)",1
"bourdieu p., distinction: a social critique of the judgment of taste (trans. r nice), (1984)",1
"bourdieu p., lâÃ©cole conservatrice: les inÃ©galitÃ©s devant l'Ã©cole et devant la culture, revue franÃ§aise de sociologie, 7, 3, pp. 325-347, (1966)",1
"bourdieu p., claude passeron j., reproduction in education, society and culture, (1990)",1
"bourdieu p., a escola conservadora: as desigualdades frente Ã  escola e Ã  cultura, escritos de educaÃ§Ã£o, pp. 43-72, (2014)",1
"bourdieu p., passeron j.-claude, reproduction in education, society and culture, (1990)",1
"bourdieu p., âthe genesis of the concepts of habitus and field, sociocriticism, 2, 2, pp. 11-24, (1985)",1
"bourdieu p., boltanski l., saint-martin m., les stratÃ©gies de reconversion, social science information, 12, pp. 61-113, (1973)",1
"bourdieu p., men and machines, advances in social theory and methodology: toward an integration of micro- and macro-sociologies, pp. 304-318, (1981)",1
"bourdieu p., the forms of capital, education: culture, economy and society, (1997)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociolgy of education, pp. 241-258, (1986)",1
"bourdieu p., the forms of capital, handsbook of theory and research in the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., ce que parler veut dire: l'economie des Ã©changes linguistiques, (1982)",1
"bourdieu p., the attitude of the algerian peasant towards time, mediterranean countrymen: essays in the social anthropology of the mediterranean, pp. 55-72, (1964)",1
"bourdieu p., participant objectification, the journal of the royal anthropological institute, 9, 2, pp. 281-294, (2003)",1
"bourdieu p., chamboredon j.-c., passeron j.-c., the craft of sociology: epistemological preliminaries, trans, nice r, (1991)",1
"bourdieu pierre, la distinction. critique sociale du jugement. le sens commun, (1979)",1
"bourdieu pierre, passeron jean-claude, la reproduction",1
"bourdieu p., outline of a theory of practice, (1986)",1
"bourdieu p.a.l.j.d.w., an invitation to reflexive sociology. chicago:Â  university of chicago press, (1992)",1
"bourdieu p., the force of law: toward a sociology of the juridical field, the hastings law journal, 38, 3, pp. 805-1297, (1987)",1
"bourdieu p., making the economic habitus: algerian workers revisited, ethnography, 1, (2000)",1
"bourdieu p., passeron j., reproduction in education, society, culture, (1977)",1
"bourdieu p., passeron j.-claude., reproduction in education, society and culture., (1977)",1
"bourdieu p., symbolic power, identity and structure: issues in the sociology of education, (1977)",1
"bourdieu p., loic j.d., an invitation to reflexive sociology, (1992)",1
"bourdieu p., rethinking the state: genesis and structure of the bureaucratic field (l. j. d. wacquant & s. farage, trans.), sociological theory, 12, 1, pp. 1-18, (1994)",1
"bourdieu p., the logic of practice., (1992)",1
"bourdieu p., the social space and the genesis of groups, theory and society, 6, 14, pp. 423-444, (1985)",1
"bourdieu p., distinction:a social critique of the judgment of taste, (1979)",1
"bourdieu p., photography: a middle-brow art (english translation), (1990)",1
"bourdieu p., distinction: a social critique of judgement of taste, (2013)",1
"bourdieu p., sosiologian kysymyksiÃ¤, (1987)",1
"bourdieu p., jean p.-c., reproduction in education, society and culture, (1977)",1
"bourdieu p., structures, habitus, power: basis for a theory of symbolic power, culture/power/history: a reader in contemporary social theory, pp. 155-199, (1994)",1
"bourdieu p., nice r., the production of belief: contribution to an economy of symbolic goods, media, culture, and society, 2, pp. 261-293, (1980)",1
"bourdieu p., den maskuline dominans, (2000)",1
"bourdieu p., the future of class and the causality of the probable, re-thinking economics. exploring the work of pierre bourdieu, pp. 233-271, (2014)",1
"bourdieu p., passeron j., reproduction in education, society and culture, (1994)",1
"bourdieu pierre, the field of cultural production, or the economic world reversed, poetics, 12, pp. 311-356, (1983)",1
"bourdieu p., distinction: a social critique of the judgement of taste [translated by richard nice], (1984)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociology of education, pp. 241-258, (1979)",1
"bourdieu, acts of resistance: against the new myths of our time, (1998)",1
"bourdieu p., weight of the world: social suffering in the contemporary society, (1999)",1
"bourdieu p., gegenfeuer. wortmeldungen im dienste des widerstands gegen die neoliberale invasion, (1998)",1
"bourdieu p., symbolic violence and political struggles, pascalian meditations, pp. 164-205, (1997)",1
"bourdieu p., passeron j., the inheritors: french students and their relation to culture, trans. r. nice, (1979)",1
"bourdieu p., de saint martin m., anatomie du goÃ»t, actes de la recherche en sciences sociales, 5, 2, pp. 2-81, (1976)",1
"bourdieu p., readings in economic sociology, pp. 46-58, (2008)",1
"bourdieu p., the forms of capital, cultural theory: an anthology, pp. 81-93, (2011)",1
"bourdieu p., outline of a theory of practice, esquisse dâune thÃ©orie de la pratique, (1977)",1
"bourdieu p., corporatism of the universal: the role of intellectuals in the modern world, telos, 81, pp. 99-110, (1989)",1
"bourdieu p.f., the forms of capital, handbook of theory and research for the sociology of education, pp. 241-260, (1986)",1
"bourdieu p., picturing algeria, (2003)",1
"bourdieu p., derbel a., rivet j.-p., seibel c., travail et travailleurs en algÃ©rie, (1963)",1
"bourdieu p., robbins d., gomme r., colonialism and ethnography: foreword to pierre bourdieu's travail et travailleurs en algÃ©rie, anthropology today, 19, pp. 12-18, (2003)",1
"bourdieu p., sayad a., le dÃ©racinement. la crise de l'agriculture traditionnelle en algÃ©rie (the uprooting: the crisis of traditional agriculture in algeria), (1964)",1
"bourdieu p., sayad a., colonial rule and cultural sabir, ethnography, 5, pp. 445-486, (2004)",1
"bourdieu p., what makes a social class? on the theoretical and practical existence of groups, berkeley journal of sociology, 32, 2, pp. 1-17, (1987)",1
"bourdieu p., time perspectives of the kabyle, the sociology of time, pp. 219-237, (1990)",1
